,Year,Geography,GeographyType,Indicator,Value,ValueType
2840,2018,Bradley,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2841,2018,Bradley,County,Drug Overdose Deaths Involving Fentanyl,7.0,Count
2842,2018,Bradley,County,Drug Overdose Deaths Involving Heroin,3.0,Count
2843,2018,Bradley,County,Drug Overdose Deaths Involving Prescription Opioids,9.0,Count
2844,2018,Bradley,County,Drug Overdose Deaths Involving All Opioids,17.0,Count
2845,2018,Bradley,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
2846,2018,Bradley,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
2847,2018,Bradley,County,All Drug Overdose Deaths,29.0,Count
2848,2018,Bradley,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),9.0,Count
2860,2018,Campbell,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
2861,2018,Campbell,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
2862,2018,Campbell,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
2863,2018,Campbell,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2864,2018,Campbell,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2865,2018,Campbell,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
2866,2018,Campbell,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
2867,2018,Campbell,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
2868,2018,Campbell,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
2869,2018,Campbell,County,All Drug Overdose Deaths,8.0,Count
2870,2018,Campbell,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
2882,2018,Cannon,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
2883,2018,Cannon,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
2884,2018,Cannon,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2885,2018,Cannon,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
2886,2018,Cannon,County,Drug Overdose Deaths Involving Heroin,1.0,Count
2887,2018,Cannon,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
2888,2018,Cannon,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
2889,2018,Cannon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
2890,2018,Cannon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
2891,2018,Cannon,County,All Drug Overdose Deaths,4.0,Count
2892,2018,Cannon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
2904,2018,Carroll,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
2905,2018,Carroll,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2906,2018,Carroll,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2907,2018,Carroll,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2908,2018,Carroll,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2909,2018,Carroll,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2910,2018,Carroll,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
2911,2018,Carroll,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
2912,2018,Carroll,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
2913,2018,Carroll,County,All Drug Overdose Deaths,2.0,Count
2914,2018,Carroll,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
2926,2018,Carter,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
2927,2018,Carter,County,Drug Overdose Deaths Involving Benzodiazepines,9.0,Count
2928,2018,Carter,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2929,2018,Carter,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
2930,2018,Carter,County,Drug Overdose Deaths Involving Heroin,1.0,Count
2931,2018,Carter,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
2932,2018,Carter,County,Drug Overdose Deaths Involving All Opioids,12.0,Count
2933,2018,Carter,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
2934,2018,Carter,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,7.0,Count
2935,2018,Carter,County,All Drug Overdose Deaths,17.0,Count
2936,2018,Carter,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
2970,2018,Cheatham,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
2971,2018,Cheatham,County,Drug Overdose Deaths Involving Benzodiazepines,8.0,Count
2972,2018,Cheatham,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
2973,2018,Cheatham,County,Drug Overdose Deaths Involving Fentanyl,12.0,Count
2974,2018,Cheatham,County,Drug Overdose Deaths Involving Heroin,9.0,Count
2975,2018,Cheatham,County,Drug Overdose Deaths Involving Prescription Opioids,10.0,Count
2976,2018,Cheatham,County,Drug Overdose Deaths Involving All Opioids,21.0,Count
2977,2018,Cheatham,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,5.0,Count
2978,2018,Cheatham,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,7.0,Count
2979,2018,Cheatham,County,All Drug Overdose Deaths,23.0,Count
2980,2018,Cheatham,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
2992,2018,Chester,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
2993,2018,Chester,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2994,2018,Chester,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2995,2018,Chester,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
2996,2018,Chester,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2997,2018,Chester,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2998,2018,Chester,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
2999,2018,Chester,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
3000,2018,Chester,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
3001,2018,Chester,County,All Drug Overdose Deaths,1.0,Count
3002,2018,Chester,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
3014,2018,Claiborne,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
3015,2018,Claiborne,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
3016,2018,Claiborne,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3017,2018,Claiborne,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
3018,2018,Claiborne,County,Drug Overdose Deaths Involving Heroin,0.0,Count
3019,2018,Claiborne,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
3020,2018,Claiborne,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
3021,2018,Claiborne,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
3022,2018,Claiborne,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
3023,2018,Claiborne,County,All Drug Overdose Deaths,13.0,Count
3024,2018,Claiborne,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
3036,2018,Clay,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
3037,2018,Clay,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
3038,2018,Clay,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3039,2018,Clay,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
3040,2018,Clay,County,Drug Overdose Deaths Involving Heroin,0.0,Count
3041,2018,Clay,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
3042,2018,Clay,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
3043,2018,Clay,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
3044,2018,Clay,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
3045,2018,Clay,County,All Drug Overdose Deaths,2.0,Count
3046,2018,Clay,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
3058,2018,Cocke,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
3059,2018,Cocke,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
3060,2018,Cocke,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
3061,2018,Cocke,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
3062,2018,Cocke,County,Drug Overdose Deaths Involving Heroin,2.0,Count
3063,2018,Cocke,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
3064,2018,Cocke,County,Drug Overdose Deaths Involving All Opioids,6.0,Count
3065,2018,Cocke,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
3066,2018,Cocke,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
3067,2018,Cocke,County,All Drug Overdose Deaths,10.0,Count
3068,2018,Cocke,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),6.0,Count
3080,2018,Coffee,County,Drug Overdose Deaths Involving All Stimulants,7.0,Count
3081,2018,Coffee,County,Drug Overdose Deaths Involving Benzodiazepines,7.0,Count
3082,2018,Coffee,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
3083,2018,Coffee,County,Drug Overdose Deaths Involving Fentanyl,3.0,Count
3084,2018,Coffee,County,Drug Overdose Deaths Involving Heroin,0.0,Count
3085,2018,Coffee,County,Drug Overdose Deaths Involving Prescription Opioids,8.0,Count
3086,2018,Coffee,County,Drug Overdose Deaths Involving All Opioids,13.0,Count
3087,2018,Coffee,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
3088,2018,Coffee,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,7.0,Count
3089,2018,Coffee,County,All Drug Overdose Deaths,19.0,Count
3090,2018,Coffee,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),6.0,Count
3102,2018,Crockett,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
3103,2018,Crockett,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
3104,2018,Crockett,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3105,2018,Crockett,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
3106,2018,Crockett,County,Drug Overdose Deaths Involving Heroin,1.0,Count
3107,2018,Crockett,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
3108,2018,Crockett,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
3109,2018,Crockett,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
3110,2018,Crockett,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
3111,2018,Crockett,County,All Drug Overdose Deaths,2.0,Count
3112,2018,Crockett,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
3124,2018,Cumberland,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
3125,2018,Cumberland,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
3126,2018,Cumberland,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3127,2018,Cumberland,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
3128,2018,Cumberland,County,Drug Overdose Deaths Involving Heroin,0.0,Count
3129,2018,Cumberland,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
3130,2018,Cumberland,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
3131,2018,Cumberland,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
3132,2018,Cumberland,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
3133,2018,Cumberland,County,All Drug Overdose Deaths,10.0,Count
3134,2018,Cumberland,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
3146,2018,Davidson,County,Drug Overdose Deaths Involving All Stimulants,94.0,Count
3147,2018,Davidson,County,Drug Overdose Deaths Involving Benzodiazepines,45.0,Count
3148,2018,Davidson,County,Drug Overdose Deaths Involving Cocaine,63.0,Count
3149,2018,Davidson,County,Drug Overdose Deaths Involving Fentanyl,140.0,Count
3150,2018,Davidson,County,Drug Overdose Deaths Involving Heroin,76.0,Count
3151,2018,Davidson,County,Drug Overdose Deaths Involving Prescription Opioids,62.0,Count
3152,2018,Davidson,County,Drug Overdose Deaths Involving All Opioids,201.0,Count
3153,2018,Davidson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,71.0,Count
3154,2018,Davidson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,41.0,Count
3155,2018,Davidson,County,All Drug Overdose Deaths,242.0,Count
3156,2018,Davidson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),40.0,Count
3168,2018,Decatur,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
3169,2018,Decatur,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
3170,2018,Decatur,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3171,2018,Decatur,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
3172,2018,Decatur,County,Drug Overdose Deaths Involving Heroin,0.0,Count
3173,2018,Decatur,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
3174,2018,Decatur,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
3175,2018,Decatur,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
3176,2018,Decatur,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
3177,2018,Decatur,County,All Drug Overdose Deaths,3.0,Count
3178,2018,Decatur,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
3190,2018,DeKalb,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
3191,2018,DeKalb,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
3192,2018,DeKalb,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3193,2018,DeKalb,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
3194,2018,DeKalb,County,Drug Overdose Deaths Involving Heroin,0.0,Count
3195,2018,DeKalb,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
3196,2018,DeKalb,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
3197,2018,DeKalb,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
3198,2018,DeKalb,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
3199,2018,DeKalb,County,All Drug Overdose Deaths,7.0,Count
3200,2018,DeKalb,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
3212,2018,Dickson,County,Drug Overdose Deaths Involving All Stimulants,7.0,Count
3213,2018,Dickson,County,Drug Overdose Deaths Involving Benzodiazepines,5.0,Count
3214,2018,Dickson,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
3215,2018,Dickson,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
3216,2018,Dickson,County,Drug Overdose Deaths Involving Heroin,4.0,Count
3217,2018,Dickson,County,Drug Overdose Deaths Involving Prescription Opioids,6.0,Count
3218,2018,Dickson,County,Drug Overdose Deaths Involving All Opioids,10.0,Count
3219,2018,Dickson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
3220,2018,Dickson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
3221,2018,Dickson,County,All Drug Overdose Deaths,16.0,Count
3222,2018,Dickson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
3234,2018,Dyer,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
3235,2018,Dyer,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
3236,2018,Dyer,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3237,2018,Dyer,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
3238,2018,Dyer,County,Drug Overdose Deaths Involving Heroin,0.0,Count
3239,2018,Dyer,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
3240,2018,Dyer,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
3241,2018,Dyer,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
3242,2018,Dyer,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
3243,2018,Dyer,County,All Drug Overdose Deaths,3.0,Count
3244,2018,Dyer,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
3278,2018,Fayette,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
3279,2018,Fayette,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
3280,2018,Fayette,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
3281,2018,Fayette,County,Drug Overdose Deaths Involving Fentanyl,3.0,Count
3282,2018,Fayette,County,Drug Overdose Deaths Involving Heroin,1.0,Count
3283,2018,Fayette,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
3284,2018,Fayette,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
3285,2018,Fayette,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
3286,2018,Fayette,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
3287,2018,Fayette,County,All Drug Overdose Deaths,4.0,Count
3288,2018,Fayette,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
3300,2018,Fentress,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
