,Year,Geography,GeographyType,Indicator,Value,ValueType,Demographics,DemographicsType
2952,2018,Bedford,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
2953,2018,Bedford,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),10.0,Count,,
2954,2018,Bedford,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
2955,2018,Bedford,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
2956,2018,Bedford,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
2957,2018,Bedford,County,Outpatient Visits Involving Heroin Overdose,12.0,Count,,
2958,2018,Bedford,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,22.0,Count,,
2959,2018,Bedford,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,23.0,Count,,
2960,2018,Bedford,County,Inpatient Stays Involving All Drug Overdose,66.0,Count,,
2961,2018,Bedford,County,Outpatient Visits Involving All Drug Overdose,116.0,Count,,
2962,2018,Bedford,County,Inpatient Stays Involving All Stimulant Overdose,6.0,Count,,
2963,2018,Bedford,County,Outpatient Visits Involving All Stimulant Overdose,11.0,Count,,
2976,2018,Benton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
2977,2018,Benton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
2978,2018,Benton,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
2979,2018,Benton,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
2980,2018,Benton,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
2981,2018,Benton,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
2982,2018,Benton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
2983,2018,Benton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
2984,2018,Benton,County,Inpatient Stays Involving All Drug Overdose,15.0,Count,,
2985,2018,Benton,County,Outpatient Visits Involving All Drug Overdose,59.0,Count,,
2986,2018,Benton,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
2987,2018,Benton,County,Outpatient Visits Involving All Stimulant Overdose,5.0,Count,,
3000,2018,Bledsoe,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
3001,2018,Bledsoe,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
3002,2018,Bledsoe,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
3003,2018,Bledsoe,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3004,2018,Bledsoe,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
3005,2018,Bledsoe,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
3006,2018,Bledsoe,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
3007,2018,Bledsoe,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,7.0,Count,,
3008,2018,Bledsoe,County,Inpatient Stays Involving All Drug Overdose,12.0,Count,,
3009,2018,Bledsoe,County,Outpatient Visits Involving All Drug Overdose,22.0,Count,,
3010,2018,Bledsoe,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
3011,2018,Bledsoe,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
3024,2018,Blount,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),17.0,Count,,
3025,2018,Blount,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),12.0,Count,,
3026,2018,Blount,County,Inpatient Stays Involving Cocaine Overdose,6.0,Count,,
3027,2018,Blount,County,Outpatient Visits Involving Cocaine Overdose,3.0,Count,,
3028,2018,Blount,County,Inpatient Stays Involving Heroin Overdose,15.0,Count,,
3029,2018,Blount,County,Outpatient Visits Involving Heroin Overdose,115.0,Count,,
3030,2018,Blount,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,46.0,Count,,
3031,2018,Blount,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,53.0,Count,,
3032,2018,Blount,County,Inpatient Stays Involving All Drug Overdose,158.0,Count,,
3033,2018,Blount,County,Outpatient Visits Involving All Drug Overdose,363.0,Count,,
3034,2018,Blount,County,Inpatient Stays Involving All Stimulant Overdose,23.0,Count,,
3035,2018,Blount,County,Outpatient Visits Involving All Stimulant Overdose,14.0,Count,,
3048,2018,Bradley,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),14.0,Count,,
3049,2018,Bradley,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),9.0,Count,,
3050,2018,Bradley,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
3051,2018,Bradley,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3052,2018,Bradley,County,Inpatient Stays Involving Heroin Overdose,6.0,Count,,
3053,2018,Bradley,County,Outpatient Visits Involving Heroin Overdose,30.0,Count,,
3054,2018,Bradley,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,23.0,Count,,
3055,2018,Bradley,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,32.0,Count,,
3056,2018,Bradley,County,Inpatient Stays Involving All Drug Overdose,130.0,Count,,
3057,2018,Bradley,County,Outpatient Visits Involving All Drug Overdose,248.0,Count,,
3058,2018,Bradley,County,Inpatient Stays Involving All Stimulant Overdose,17.0,Count,,
3059,2018,Bradley,County,Outpatient Visits Involving All Stimulant Overdose,12.0,Count,,
3072,2018,Campbell,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
3073,2018,Campbell,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),8.0,Count,,
3074,2018,Campbell,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
3075,2018,Campbell,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3076,2018,Campbell,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
3077,2018,Campbell,County,Outpatient Visits Involving Heroin Overdose,8.0,Count,,
3078,2018,Campbell,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,13.0,Count,,
3079,2018,Campbell,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
3080,2018,Campbell,County,Inpatient Stays Involving All Drug Overdose,44.0,Count,,
3081,2018,Campbell,County,Outpatient Visits Involving All Drug Overdose,84.0,Count,,
3082,2018,Campbell,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
3083,2018,Campbell,County,Outpatient Visits Involving All Stimulant Overdose,9.0,Count,,
3096,2018,Cannon,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
3097,2018,Cannon,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
3098,2018,Cannon,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
3099,2018,Cannon,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
3100,2018,Cannon,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
3101,2018,Cannon,County,Outpatient Visits Involving Heroin Overdose,6.0,Count,,
3102,2018,Cannon,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
3103,2018,Cannon,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11.0,Count,,
3104,2018,Cannon,County,Inpatient Stays Involving All Drug Overdose,18.0,Count,,
3105,2018,Cannon,County,Outpatient Visits Involving All Drug Overdose,56.0,Count,,
3106,2018,Cannon,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
3107,2018,Cannon,County,Outpatient Visits Involving All Stimulant Overdose,4.0,Count,,
3120,2018,Carroll,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
3121,2018,Carroll,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
3122,2018,Carroll,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
3123,2018,Carroll,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3124,2018,Carroll,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
3125,2018,Carroll,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
3126,2018,Carroll,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,7.0,Count,,
3127,2018,Carroll,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11.0,Count,,
3128,2018,Carroll,County,Inpatient Stays Involving All Drug Overdose,24.0,Count,,
3129,2018,Carroll,County,Outpatient Visits Involving All Drug Overdose,64.0,Count,,
3130,2018,Carroll,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
3131,2018,Carroll,County,Outpatient Visits Involving All Stimulant Overdose,3.0,Count,,
3144,2018,Carter,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
3145,2018,Carter,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),14.0,Count,,
3146,2018,Carter,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
3147,2018,Carter,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3148,2018,Carter,County,Inpatient Stays Involving Heroin Overdose,2.0,Count,,
3149,2018,Carter,County,Outpatient Visits Involving Heroin Overdose,3.0,Count,,
3150,2018,Carter,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
3151,2018,Carter,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,9.0,Count,,
3152,2018,Carter,County,Inpatient Stays Involving All Drug Overdose,60.0,Count,,
3153,2018,Carter,County,Outpatient Visits Involving All Drug Overdose,105.0,Count,,
3154,2018,Carter,County,Inpatient Stays Involving All Stimulant Overdose,7.0,Count,,
3155,2018,Carter,County,Outpatient Visits Involving All Stimulant Overdose,14.0,Count,,
3192,2018,Cheatham,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
3193,2018,Cheatham,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
3194,2018,Cheatham,County,Inpatient Stays Involving Cocaine Overdose,3.0,Count,,
3195,2018,Cheatham,County,Outpatient Visits Involving Cocaine Overdose,3.0,Count,,
3196,2018,Cheatham,County,Inpatient Stays Involving Heroin Overdose,8.0,Count,,
3197,2018,Cheatham,County,Outpatient Visits Involving Heroin Overdose,57.0,Count,,
3198,2018,Cheatham,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,24.0,Count,,
3199,2018,Cheatham,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,38.0,Count,,
3200,2018,Cheatham,County,Inpatient Stays Involving All Drug Overdose,74.0,Count,,
3201,2018,Cheatham,County,Outpatient Visits Involving All Drug Overdose,190.0,Count,,
3202,2018,Cheatham,County,Inpatient Stays Involving All Stimulant Overdose,6.0,Count,,
3203,2018,Cheatham,County,Outpatient Visits Involving All Stimulant Overdose,6.0,Count,,
3216,2018,Chester,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
3217,2018,Chester,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
3218,2018,Chester,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
3219,2018,Chester,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
3220,2018,Chester,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
3221,2018,Chester,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
3222,2018,Chester,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
3223,2018,Chester,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,1.0,Count,,
3224,2018,Chester,County,Inpatient Stays Involving All Drug Overdose,11.0,Count,,
3225,2018,Chester,County,Outpatient Visits Involving All Drug Overdose,30.0,Count,,
3226,2018,Chester,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
3227,2018,Chester,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
3240,2018,Claiborne,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
3241,2018,Claiborne,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),9.0,Count,,
3242,2018,Claiborne,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
3243,2018,Claiborne,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3244,2018,Claiborne,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
3245,2018,Claiborne,County,Outpatient Visits Involving Heroin Overdose,4.0,Count,,
3246,2018,Claiborne,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,13.0,Count,,
3247,2018,Claiborne,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,20.0,Count,,
3248,2018,Claiborne,County,Inpatient Stays Involving All Drug Overdose,36.0,Count,,
3249,2018,Claiborne,County,Outpatient Visits Involving All Drug Overdose,81.0,Count,,
3250,2018,Claiborne,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
3251,2018,Claiborne,County,Outpatient Visits Involving All Stimulant Overdose,9.0,Count,,
3264,2018,Clay,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
3265,2018,Clay,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
3266,2018,Clay,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
3267,2018,Clay,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3268,2018,Clay,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
3269,2018,Clay,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
3270,2018,Clay,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
3271,2018,Clay,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
3272,2018,Clay,County,Inpatient Stays Involving All Drug Overdose,11.0,Count,,
3273,2018,Clay,County,Outpatient Visits Involving All Drug Overdose,22.0,Count,,
3274,2018,Clay,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
3275,2018,Clay,County,Outpatient Visits Involving All Stimulant Overdose,3.0,Count,,
3288,2018,Cocke,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),8.0,Count,,
3289,2018,Cocke,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),9.0,Count,,
3290,2018,Cocke,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
3291,2018,Cocke,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3292,2018,Cocke,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
3293,2018,Cocke,County,Outpatient Visits Involving Heroin Overdose,11.0,Count,,
3294,2018,Cocke,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,11.0,Count,,
3295,2018,Cocke,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,15.0,Count,,
3296,2018,Cocke,County,Inpatient Stays Involving All Drug Overdose,44.0,Count,,
3297,2018,Cocke,County,Outpatient Visits Involving All Drug Overdose,83.0,Count,,
3298,2018,Cocke,County,Inpatient Stays Involving All Stimulant Overdose,8.0,Count,,
3299,2018,Cocke,County,Outpatient Visits Involving All Stimulant Overdose,10.0,Count,,
3312,2018,Coffee,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
3313,2018,Coffee,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
3314,2018,Coffee,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
3315,2018,Coffee,County,Outpatient Visits Involving Cocaine Overdose,2.0,Count,,
3316,2018,Coffee,County,Inpatient Stays Involving Heroin Overdose,3.0,Count,,
3317,2018,Coffee,County,Outpatient Visits Involving Heroin Overdose,13.0,Count,,
3318,2018,Coffee,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
3319,2018,Coffee,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,16.0,Count,,
3320,2018,Coffee,County,Inpatient Stays Involving All Drug Overdose,55.0,Count,,
3321,2018,Coffee,County,Outpatient Visits Involving All Drug Overdose,127.0,Count,,
3322,2018,Coffee,County,Inpatient Stays Involving All Stimulant Overdose,8.0,Count,,
3323,2018,Coffee,County,Outpatient Visits Involving All Stimulant Overdose,8.0,Count,,
3336,2018,Crockett,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
3337,2018,Crockett,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
3338,2018,Crockett,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
3339,2018,Crockett,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
3340,2018,Crockett,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
3341,2018,Crockett,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
3342,2018,Crockett,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
3343,2018,Crockett,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
3344,2018,Crockett,County,Inpatient Stays Involving All Drug Overdose,16.0,Count,,
3345,2018,Crockett,County,Outpatient Visits Involving All Drug Overdose,28.0,Count,,
3346,2018,Crockett,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
